Referee,date,location,Winner,title_bout,weight_class,Genre,R_fighter,B_fighter,R_age,B_age,ID_peleas,Year
Mark Powell,2008-09-17,"Omaha, Nebraska, USA",Red,0,Light heavyweight,Male,Jason Brilz,Brad Morris,33.0,28.0,5048,2008
Dan Miragliotta,2008-09-17,"Omaha, Nebraska, USA",Red,0,Middleweight,Male,Wilson Gouveia,Ryan Jensen,29.0,30.0,5049,2008
Josh Rosenthal,2008-09-17,"Omaha, Nebraska, USA",Red,0,Error,Male,Eric Schafer,Houston Alexander,30.0,36.0,5050,2008
Jim Axtel,2008-09-17,"Omaha, Nebraska, USA",Red,0,Middleweight,Male,Mike Massenzio,Drew McFedries,25.0,30.0,5051,2008
Josh Arney,2008-09-17,"Omaha, Nebraska, USA",Red,0,Middleweight,Male,Dan Miller,Rob Kimmons,27.0,27.0,5052,2008
Herb Dean,2008-09-06,"Atlanta, Georgia, USA",Red,0,Error,Male,Tim Boetsch,Michael Patt,27.0,0,5053,2008
Herb Dean,2008-09-06,"Atlanta, Georgia, USA",Red,0,Light heavyweight,Male,Rashad Evans,Chuck Liddell,28.0,38.0,5054,2008
Yves Lavigne,2008-09-06,"Atlanta, Georgia, USA",Red,0,Middleweight,Male,Jason MacDonald,Jason Lambert,33.0,33.0,5055,2008
Mario Yamasaki,2008-09-06,"Atlanta, Georgia, USA",Red,0,Welterweight,Male,Dong Hyun Kim,Matt Brown,26.0,27.0,5056,2008
Mario Yamasaki,2008-09-06,"Atlanta, Georgia, USA",Red,0,Error,Male,Rich Franklin,Matt Hamill,33.0,31.0,5057,2008
Yves Lavigne,2008-09-06,"Atlanta, Georgia, USA",Red,0,Peso_Pactado,Male,Kurt Pellegrino,Thiago Tavares,29.0,23.0,5058,2008
Mario Yamasaki,2008-09-06,"Atlanta, Georgia, USA",Red,0,Peso_Pactado,Male,Nate Marquardt,Martin Kampmann,29.0,26.0,5059,2008
Herb Dean,2008-09-06,"Atlanta, Georgia, USA",Red,0,Peso_Pactado,Male,Dan Henderson,Rousimar Palhares,38.0,28.0,5060,2008
Herb Dean,2008-09-06,"Atlanta, Georgia, USA",Red,0,Welterweight,Male,Ryo Chonan,Roan Carneiro,31.0,30.0,5061,2008
Yves Lavigne,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Peso_Pactado,Male,Rob Emerson,Manvel Gamburyan,27.0,27.0,5062,2008
Yves Lavigne,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Error,Male,Demian Maia,Jason MacDonald,30.0,33.0,5063,2008
Darryl Guthmiller,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Light heavyweight,Male,Jon Jones,Andre Gusmao,21.0,31.0,5064,2008
Dan Miragliotta,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Error,Male,Kenny Florian,Roger Huerta,32.0,25.0,5065,2008
Dan Miragliotta,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Peso_Pactado,Male,Tamdan McCrory,Luke Cummo,21.0,28.0,5066,2008
Dan Miragliotta,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Peso_Pactado,Male,Brock Lesnar,Heath Herring,31.0,30.0,5067,2008
Yves Lavigne,2008-08-09,"Minneapolis, Minnesota, USA",Red,1,Peso_Pactado,Male,Georges St-Pierre,Jon Fitch,27.0,30.0,5068,2008
Yves Lavigne,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Error,Male,Cheick Kongo,Dan Evensen,33.0,34.0,5069,2008
Darryl Guthmiller,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Welterweight,Male,Ben Saunders,Ryan Thomas,25.0,23.0,5070,2008
Nick Gamst,2008-08-09,"Minneapolis, Minnesota, USA",Red,0,Welterweight,Male,Chris Wilson,Steve Bruno,31.0,26.0,5071,2008
Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Brandon Vera,Reese Andy,30.0,35.0,5072,2008
Mario Yamasaki,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Error,Male,Anderson Silva,James Irvin,33.0,29.0,5073,2008
Mario Yamasaki,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Cain Velasquez,Jake O'Brien,25.0,23.0,5074,2008
Mario Yamasaki,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Tim Credeur,Cale Yarbrough,31.0,21.0,5075,2008
Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Rory Markham,Brodie Farber,26.0,28.0,5076,2008
Yves Lavigne,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,CB Dollaway,Jesse Taylor,24.0,25.0,5077,2008
Yves Lavigne,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Error,Male,Frankie Edgar,Hermes Franca,26.0,33.0,5078,2008
Yves Lavigne,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Nate Loughran,Johnny Rees,27.0,25.0,5079,2008
Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Error,Male,Kevin Burns,Anthony Johnson,28.0,24.0,5080,2008
Yves Lavigne,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Shannon Gugerty,Dale Hartt,26.0,29.0,5081,2008
Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Brad Blackburn,James Giboo,31.0,30.0,5082,2008
Steve Mazzagatti,2008-07-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Joe Stevenson,Gleison Tibau,26.0,24.0,5083,2008
Herb Dean,2008-07-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Patrick Cote,Ricardo Almeida,28.0,31.0,5084,2008
Herb Dean,2008-07-05,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Melvin Guillard,Dennis Siver,25.0,29.0,5085,2008
Yves Lavigne,2008-07-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Cole Miller,Jorge Gurgel,24.0,31.0,5086,2008
Yves Lavigne,2008-07-05,"Las Vegas, Nevada, USA",Red,1,Light heavyweight,Male,Forrest Griffin,Quinton Jackson,29.0,30.0,5087,2008
Herb Dean,2008-07-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Tyson Griffin,Marcus Aurelio,24.0,34.0,5088,2008
Yves Lavigne,2008-07-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Josh Koscheck,Chris Lytle,30.0,33.0,5089,2008
Steve Mazzagatti,2008-07-05,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Gabriel Gonzaga,Justin McCully,29.0,32.0,5090,2008
Steve Mazzagatti,2008-07-05,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Justin Buchholz,Corey Hill,24.0,29.0,5091,2008
Josh Rosenthal,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Dustin Hazelett,Joshua Burkman,22.0,28.0,5092,2008
Herb Dean,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Matt Brown,Matt Arroyo,27.0,25.0,5093,2008
Steve Mazzagatti,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Kendall Grove,Evan Tanner,25.0,37.0,5094,2008
Josh Rosenthal,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Diego Sanchez,Luigi Fioravanti,26.0,27.0,5095,2008
Herb Dean,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Error,Male,Matthew Riddle,Dante Rivera,22.0,33.0,5096,2008
Herb Dean,2008-06-21,"Las Vegas, Nevada, USA",Red,1,Error,Male,Amir Sadollah,CB Dollaway,27.0,24.0,5097,2008
Steve Mazzagatti,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Spencer Fisher,Jeremy Stephens,32.0,22.0,5098,2008
Steve Mazzagatti,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Drew McFedries,Marvin Eastman,29.0,37.0,5099,2008
Josh Rosenthal,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Dean Lister,Jeremy Horn,32.0,32.0,5100,2008
Herb Dean,2008-06-21,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Rob Kimmons,Rob Yundt,27.0,28.0,5101,2008
Herb Dean,2008-06-07,"London, England, United Kingdom",Red,0,Error,Male,Martin Kampmann,Jorge Rivera,26.0,36.0,5102,2008
Mario Yamasaki,2008-06-07,"London, England, United Kingdom",Red,0,Welterweight,Male,Mike Swick,Marcus Davis,28.0,34.0,5103,2008
Dan Miragliotta,2008-06-07,"London, England, United Kingdom",Red,0,Middleweight,Male,Michael Bisping,Jason Day,29.0,27.0,5104,2008
Dan Miragliotta,2008-06-07,"London, England, United Kingdom",Red,0,Error,Male,Fabricio Werdum,Brandon Vera,30.0,30.0,5105,2008
Dan Miragliotta,2008-06-07,"London, England, United Kingdom",Red,0,Peso_Pactado,Male,Matt Wiman,Thiago Tavares,24.0,23.0,5106,2008
Herb Dean,2008-06-07,"London, England, United Kingdom",Red,0,Welterweight,Male,Thiago Alves,Matt Hughes,24.0,34.0,5107,2008
Herb Dean,2008-06-07,"London, England, United Kingdom",Red,0,Middleweight,Male,Thales Leites,Nate Marquardt,26.0,29.0,5108,2008
Mario Yamasaki,2008-06-07,"London, England, United Kingdom",Red,0,Welterweight,Male,Kevin Burns,Roan Carneiro,28.0,30.0,5109,2008
Herb Dean,2008-06-07,"London, England, United Kingdom",Red,0,Middleweight,Male,Luiz Cane,Jason Lambert,27.0,33.0,5110,2008
Dan Miragliotta,2008-06-07,"London, England, United Kingdom",Red,0,Error,Male,Paul Taylor,Jess Liaudin,28.0,0,5111,2008
Mario Yamasaki,2008-06-07,"London, England, United Kingdom",Red,0,Peso_Pactado,Male,Antoni Hardonk,Eddie Sanchez,32.0,25.0,5112,2008
Yves Lavigne,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Rich Clementi,Terry Etim,32.0,22.0,5113,2008
Steve Mazzagatti,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Wanderlei Silva,Keith Jardine,31.0,32.0,5114,2008
Mario Yamasaki,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Error,Male,Rousimar Palhares,Ivan Salaverry,28.0,37.0,5115,2008
Steve Mazzagatti,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,24.0,28.0,5116,2008
Mario Yamasaki,2008-05-24,"Las Vegas, Nevada, USA",Red,1,Lightweight,Male,BJ Penn,Sean Sherk,29.0,34.0,5117,2008
Yves Lavigne,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Error,Male,Lyoto Machida,Tito Ortiz,29.0,33.0,5118,2008
Herb Dean,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Goran Reljic,Wilson Gouveia,24.0,29.0,5119,2008
Herb Dean,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Thiago Silva,Antonio Mendes,25.0,27.0,5120,2008
Herb Dean,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Yoshiyuki Yoshida,War Machine,34.0,26.0,5121,2008
Steve Mazzagatti,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Dong Hyun Kim,Jason Tan,26.0,26.0,5122,2008
Yves Lavigne,2008-05-24,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Shane Carwin,Christian Wellisch,33.0,32.0,5123,2008
Dan Miragliotta,2008-04-19,"Montreal, Quebec, Canada",Red,0,Middleweight,Male,Jason Day,Alan Belcher,26.0,23.0,5124,2008
Yves Lavigne,2008-04-19,"Montreal, Quebec, Canada",Red,1,Peso_Pactado,Male,Georges St-Pierre,Matt Serra,26.0,33.0,5125,2008
Yves Lavigne,2008-04-19,"Montreal, Quebec, Canada",Red,0,Lightweight,Male,Mac Danzig,Mark Bocek,28.0,26.0,5126,2008
Philippe Chartier,2008-04-19,"Montreal, Quebec, Canada",Red,0,Middleweight,Male,Michael Bisping,Charles McCarthy,29.0,27.0,5127,2008
Steve Mazzagatti,2008-04-19,"Montreal, Quebec, Canada",Red,0,Middleweight,Male,Rich Franklin,Travis Lutter,33.0,34.0,5128,2008
Philippe Chartier,2008-04-19,"Montreal, Quebec, Canada",Red,0,Error,Male,Demian Maia,Ed Herman,30.0,27.0,5129,2008
Steve Mazzagatti,2008-04-19,"Montreal, Quebec, Canada",Red,0,Middleweight,Male,Jason MacDonald,Joe Doerksen,32.0,30.0,5130,2008
Dan Miragliotta,2008-04-19,"Montreal, Quebec, Canada",Red,0,Middleweight,Male,Nate Quarry,Kalib Starnes,36.0,33.0,5131,2008
Steve Mazzagatti,2008-04-19,"Montreal, Quebec, Canada",Red,0,Peso_Pactado,Male,Cain Velasquez,Brad Morris,25.0,28.0,5132,2008
Yves Lavigne,2008-04-19,"Montreal, Quebec, Canada",Red,0,Lightweight,Male,Rich Clementi,Sam Stout,32.0,23.0,5133,2008
Dan Miragliotta,2008-04-19,"Montreal, Quebec, Canada",Red,0,Error,Male,Jonathan Goulet,Kuniyoshi Hironaka,28.0,31.0,5134,2008
Adam Martinez,2008-04-02,"Broomfield, Colorado, USA",Red,0,Peso_Pactado,Male,Matt Hamill,Tim Boetsch,31.0,27.0,5135,2008
Tim Mills,2008-04-02,"Broomfield, Colorado, USA",Red,0,Lightweight,Male,Marcus Aurelio,Ryan Roberts,34.0,29.0,5136,2008
Steve Mazzagatti,2008-04-02,"Broomfield, Colorado, USA",Red,0,Light heavyweight,Male,James Irvin,Houston Alexander,29.0,36.0,5137,2008
Steve Mazzagatti,2008-04-02,"Broomfield, Colorado, USA",Red,0,Welterweight,Male,Thiago Alves,Karo Parisyan,24.0,25.0,5138,2008
Herb Dean,2008-04-02,"Broomfield, Colorado, USA",Red,0,Error,Male,Kenny Florian,Joe Lauzon,31.0,23.0,5139,2008
Adam Martinez,2008-04-02,"Broomfield, Colorado, USA",Red,0,Peso_Pactado,Male,Gray Maynard,Frankie Edgar,28.0,26.0,5140,2008
Herb Dean,2008-04-02,"Broomfield, Colorado, USA",Red,0,Peso_Pactado,Male,Nate Diaz,Kurt Pellegrino,22.0,28.0,5141,2008
Herb Dean,2008-04-02,"Broomfield, Colorado, USA",Red,0,Peso_Pactado,Male,Josh Neer,Din Thomas,25.0,31.0,5142,2008
Tim Mills,2008-04-02,"Broomfield, Colorado, USA",Red,0,Lightweight,Male,Clay Guida,Samy Schiavo,26.0,32.0,5143,2008
Steve Mazzagatti,2008-04-02,"Broomfield, Colorado, USA",Red,0,Error,Male,Manvel Gamburyan,Jeff Cox,26.0,39.0,5144,2008
Tim Mills,2008-04-02,"Broomfield, Colorado, USA",Red,0,Peso_Pactado,Male,Anthony Johnson,Tommy Speer,24.0,23.0,5145,2008
Adam Martinez,2008-04-02,"Broomfield, Colorado, USA",Red,0,Error,Male,George Sotiropoulos,Roman Mitichyan,30.0,29.0,5146,2008
Herb Dean,2008-03-01,"Columbus, Ohio, USA",Red,0,Welterweight,Male,Josh Koscheck,Dustin Hazelett,30.0,21.0,5147,2008
Dan Miragliotta,2008-03-01,"Columbus, Ohio, USA",Red,0,Welterweight,Male,Luigi Fioravanti,Luke Cummo,27.0,27.0,5148,2008
Jerry Krysz,2008-03-01,"Columbus, Ohio, USA",Red,0,Welterweight,Male,Jon Fitch,Chris Wilson,30.0,30.0,5149,2008
Herb Dean,2008-03-01,"Columbus, Ohio, USA",Red,0,Middleweight,Male,Chris Leben,Alessio Sakara,27.0,26.0,5150,2008
Dan Miragliotta,2008-03-01,"Columbus, Ohio, USA",Red,0,Peso_Pactado,Male,Heath Herring,Cheick Kongo,29.0,32.0,5151,2008
Mark Matheny,2008-03-01,"Columbus, Ohio, USA",Red,0,Peso_Pactado,Male,Andrei Arlovski,Jake O'Brien,29.0,23.0,5152,2008
Herb Dean,2008-03-01,"Columbus, Ohio, USA",Red,1,Middleweight,Male,Anderson Silva,Dan Henderson,32.0,37.0,5153,2008
Mark Matheny,2008-03-01,"Columbus, Ohio, USA",Red,0,Error,Male,Yushin Okami,Evan Tanner,26.0,37.0,5154,2008
Jerry Krysz,2008-03-01,"Columbus, Ohio, USA",Red,0,Peso_Pactado,Male,Diego Sanchez,David Bielkheden,26.0,28.0,5155,2008
Dan Miragliotta,2008-03-01,"Columbus, Ohio, USA",Red,0,Lightweight,Male,Jorge Gurgel,John Halverson,31.0,35.0,5156,2008
Yves Lavigne,2008-02-02,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Nate Marquardt,Jeremy Horn,28.0,32.0,5157,2008
Herb Dean,2008-02-02,"Las Vegas, Nevada, USA",Red,0,Error,Male,Ricardo Almeida,Rob Yundt,31.0,27.0,5158,2008
Herb Dean,2008-02-02,"Las Vegas, Nevada, USA",Red,1,Error,Male,Antonio Rodrigo Nogueira,Tim Sylvia,31.0,31.0,5159,2008
Yves Lavigne,2008-02-02,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Marvin Eastman,Terry Martin,36.0,27.0,5160,2008
Herb Dean,2008-02-02,"Las Vegas, Nevada, USA",Red,0,Error,Male,Tim Boetsch,David Heath,27.0,31.0,5161,2008
Steve Mazzagatti,2008-02-02,"Las Vegas, Nevada, USA",Red,0,Error,Male,Frank Mir,Brock Lesnar,28.0,30.0,5162,2008
Steve Mazzagatti,2008-02-02,"Las Vegas, Nevada, USA",Red,0,Error,Male,Tyson Griffin,Gleison Tibau,23.0,24.0,5163,2008
Yves Lavigne,2008-02-02,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Chris Lytle,Kyle Bradley,33.0,25.0,5164,2008
Steve Mazzagatti,2008-02-02,"Las Vegas, Nevada, USA",Red,0,Error,Male,Rob Emerson,Keita Nakamura,26.0,23.0,5165,2008
Herb Dean,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Error,Male,Patrick Cote,Drew McFedries,27.0,29.0,5166,2008
Steve Mazzagatti,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Nate Diaz,Alvin Robinson,22.0,25.0,5167,2008
Herb Dean,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Kurt Pellegrino,Alberto Crane,28.0,31.0,5168,2008
Josh Rosenthal,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Thiago Tavares,Michihiro Omigawa,23.0,32.0,5169,2008
Josh Rosenthal,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Gray Maynard,Dennis Siver,28.0,29.0,5170,2008
Herb Dean,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Corey Hill,Joe Veres,29.0,30.0,5171,2008
Steve Mazzagatti,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Jeremy Stephens,Cole Miller,21.0,23.0,5172,2008
Steve Mazzagatti,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Mike Swick,Joshua Burkman,28.0,27.0,5173,2008
Josh Rosenthal,2008-01-23,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Matt Wiman,Justin Buchholz,24.0,24.0,5174,2008
Mario Yamasaki,2008-01-19,"Newcastle, England, United Kingdom",Red,0,Welterweight,Male,Marcus Davis,Jess Liaudin,34.0,0,5175,2008
Herb Dean,2008-01-19,"Newcastle, England, United Kingdom",Red,1,Peso_Pactado,Male,BJ Penn,Joe Stevenson,29.0,25.0,5176,2008
Dan Miragliotta,2008-01-19,"Newcastle, England, United Kingdom",Red,0,Error,Male,Alessio Sakara,James Lee,26.0,34.0,5177,2008
Mario Yamasaki,2008-01-19,"Newcastle, England, United Kingdom",Red,0,Error,Male,Antoni Hardonk,Colin Robinson,31.0,39.0,5178,2008
Dan Miragliotta,2008-01-19,"Newcastle, England, United Kingdom",Red,0,Error,Male,Fabricio Werdum,Gabriel Gonzaga,30.0,28.0,5179,2008
Herb Dean,2008-01-19,"Newcastle, England, United Kingdom",Red,0,Lightweight,Male,Paul Kelly,Paul Taylor,23.0,28.0,5180,2008
Dan Miragliotta,2008-01-19,"Newcastle, England, United Kingdom",Red,0,Middleweight,Male,Jorge Rivera,Kendall Grove,35.0,25.0,5181,2008
Herb Dean,2008-01-19,"Newcastle, England, United Kingdom",Red,0,Middleweight,Male,Wilson Gouveia,Jason Lambert,29.0,32.0,5182,2008
Mario Yamasaki,2008-01-19,"Newcastle, England, United Kingdom",Red,0,Lightweight,Male,Sam Stout,Per Eklund,23.0,0,5183,2008
Herb Dean,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Error,Male,Manvel Gamburyan,Nate Mohr,26.0,24.0,5184,2007
Mario Yamasaki,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Error,Male,Lyoto Machida,Rameau Thierry Sokoudjou,29.0,23.0,5185,2007
Herb Dean,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Chuck Liddell,Wanderlei Silva,38.0,31.0,5186,2007
Steve Mazzagatti,2007-12-29,"Las Vegas, Nevada, USA",Red,1,Peso_Pactado,Male,Georges St-Pierre,Matt Hughes,26.0,34.0,5187,2007
Mario Yamasaki,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Dean Lister,Jordan Radev,31.0,31.0,5188,2007
Herb Dean,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Rich Clementi,Melvin Guillard,31.0,24.0,5189,2007
Steve Mazzagatti,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,James Irvin,Luiz Cane,29.0,26.0,5190,2007
Mario Yamasaki,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Error,Male,Eddie Sanchez,Soa Palelei,25.0,30.0,5191,2007
Steve Mazzagatti,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Roan Carneiro,Tony DeSouza,29.0,33.0,5192,2007
Herb Dean,2007-12-29,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Mark Bocek,Doug Evans,26.0,27.0,5193,2007
Yves Lavigne,2007-12-08,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Roman Mitichyan,Dorian Price,29.0,30.0,5194,2007
Steve Mazzagatti,2007-12-08,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,War Machine,Jared Rollins,26.0,30.0,5195,2007
Steve Mazzagatti,2007-12-08,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Troy Mandaloniz,Richie Hightower,27.0,33.0,5196,2007
John McCarthy,2007-12-08,"Las Vegas, Nevada, USA",Red,0,Error,Male,Matt Arroyo,John Kolosci,25.0,33.0,5197,2007
Yves Lavigne,2007-12-08,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Ben Saunders,Dan Barrera,24.0,26.0,5198,2007
Yves Lavigne,2007-12-08,"Las Vegas, Nevada, USA",Red,1,Error,Male,Mac Danzig,Tommy Speer,27.0,23.0,5199,2007
John McCarthy,2007-12-08,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Roger Huerta,Clay Guida,24.0,25.0,5200,2007
John McCarthy,2007-12-08,"Las Vegas, Nevada, USA",Red,0,Error,Male,George Sotiropoulos,Billy Miles,30.0,29.0,5201,2007
Steve Mazzagatti,2007-12-08,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Jonathan Goulet,Paul Georgieff,28.0,25.0,5202,2007
Kevin Mulhall,2007-11-17,"Newark, New Jersey, USA",Red,0,Peso_Pactado,Male,Ed Herman,Joe Doerksen,27.0,30.0,5203,2007
Dan Miragliotta,2007-11-17,"Newark, New Jersey, USA",Red,0,Error,Male,Frankie Edgar,Spencer Fisher,26.0,31.0,5204,2007
Dan Miragliotta,2007-11-17,"Newark, New Jersey, USA",Red,0,Light heavyweight,Male,Thiago Silva,Houston Alexander,25.0,35.0,5205,2007
Kevin Mulhall,2007-11-17,"Newark, New Jersey, USA",Red,0,Lightweight,Male,Marcus Aurelio,Luke Caudillo,34.0,26.0,5206,2007
Kevin Mulhall,2007-11-17,"Newark, New Jersey, USA",Red,0,Peso_Pactado,Male,Joe Lauzon,Jason Reinhardt,23.0,38.0,5207,2007
Dan Miragliotta,2007-11-17,"Newark, New Jersey, USA",Red,0,Welterweight,Male,Thiago Alves,Chris Lytle,24.0,33.0,5208,2007
Dan Miragliotta,2007-11-17,"Newark, New Jersey, USA",Red,0,Peso_Pactado,Male,Rashad Evans,Michael Bisping,28.0,28.0,5209,2007
Kevin Mulhall,2007-11-17,"Newark, New Jersey, USA",Red,0,Welterweight,Male,Karo Parisyan,Ryo Chonan,25.0,31.0,5210,2007
Dan Miragliotta,2007-11-17,"Newark, New Jersey, USA",Red,0,Error,Male,Akihiro Gono,Tamdan McCrory,33.0,21.0,5211,2007
Yves Lavigne,2007-10-20,"Cincinnati, Ohio, USA",Red,0,Peso_Pactado,Male,Tim Sylvia,Brandon Vera,31.0,30.0,5212,2007
Mark Matheny,2007-10-20,"Cincinnati, Ohio, USA",Red,0,Error,Male,Yushin Okami,Jason MacDonald,26.0,32.0,5213,2007
Yves Lavigne,2007-10-20,"Cincinnati, Ohio, USA",Red,0,Welterweight,Male,Joshua Burkman,Forrest Petz,27.0,32.0,5214,2007
Mark Matheny,2007-10-20,"Cincinnati, Ohio, USA",Red,0,Lightweight,Male,Alvin Robinson,Jorge Gurgel,25.0,30.0,5215,2007
John McCarthy,2007-10-20,"Cincinnati, Ohio, USA",Red,1,Middleweight,Male,Anderson Silva,Rich Franklin,32.0,33.0,5216,2007
John McCarthy,2007-10-20,"Cincinnati, Ohio, USA",Red,0,Error,Male,Demian Maia,Ryan Jensen,29.0,30.0,5217,2007
John McCarthy,2007-10-20,"Cincinnati, Ohio, USA",Red,0,Peso_Pactado,Male,Stephan Bonnar,Eric Schafer,30.0,30.0,5218,2007
Yves Lavigne,2007-10-20,"Cincinnati, Ohio, USA",Red,0,Middleweight,Male,Alan Belcher,Kalib Starnes,23.0,32.0,5219,2007
Mark Matheny,2007-10-20,"Cincinnati, Ohio, USA",Red,0,Error,Male,Matt Grice,Jason Black,26.0,35.0,5220,2007
Herb Dean,2007-09-22,"Anaheim, California, USA",Red,0,Error,Male,Rich Clementi,Anthony Johnson,31.0,23.0,5221,2007
John McCarthy,2007-09-22,"Anaheim, California, USA",Red,0,Error,Male,Jeremy Stephens,Diego Saraiva,21.0,25.0,5222,2007
Herb Dean,2007-09-22,"Anaheim, California, USA",Red,0,Welterweight,Male,Jon Fitch,Diego Sanchez,29.0,25.0,5223,2007
Steve Mazzagatti,2007-09-22,"Anaheim, California, USA",Red,0,Light heavyweight,Male,Forrest Griffin,Mauricio Rua,28.0,25.0,5224,2007
John McCarthy,2007-09-22,"Anaheim, California, USA",Red,0,Error,Male,Lyoto Machida,Kazuhiro Nakamura,29.0,28.0,5225,2007
Steve Mazzagatti,2007-09-22,"Anaheim, California, USA",Red,0,Error,Male,Christian Wellisch,Scott Junk,32.0,28.0,5226,2007
John McCarthy,2007-09-22,"Anaheim, California, USA",Red,0,Error,Male,Keith Jardine,Chuck Liddell,31.0,37.0,5227,2007
Steve Mazzagatti,2007-09-22,"Anaheim, California, USA",Red,0,Featherweight,Male,Tyson Griffin,Thiago Tavares,23.0,22.0,5228,2007
Herb Dean,2007-09-22,"Anaheim, California, USA",Red,0,Peso_Pactado,Male,Matt Wiman,Michihiro Omigawa,24.0,31.0,5229,2007
