Name,ID
Jonathan Brookins,2835
Jason Miller,2917
Cody McKenzie,2744
Amir Sadollah,2666
Jason MacDonald,2943
Jeff Curran,2932
Alex Soto,2920
Mike Massenzio,2912
Miguel Torres,1190
Brian Stann,2811
Oli Thompson,2863
Mackens Semerzier,2974
Norifumi Yamamoto,2613
Anton Kuivanen,2812
Nick Diaz,2625
Dan Stittgen,2868
Chael Sonnen,2750
Joey Beltran,2757
Mike Easton,2700
Duane Ludwig,2856
Kamal Shalorus,2889
Jorge Rivera,2977
Joseph Sandoval,2937
Ricardo Funch,2877
Vladimir Matyushenko,2827
Tito Ortiz,2869
Claude Patrick,2966
Krzysztof Soszynski,2962
Rich Attonito,2958
Walel Watson,2859
Stephan Bonnar,2850
Tom Lawlor,2491
Aaron Rosa,2899
Michihiro Omigawa,2865
John Maguire,2786
Rob Broughton,2941
Chris Cope,2904
Tyson Griffin,3142
Brandon Vera,2766
Mirko Filipovic,2601
Steve Cantwell,2901
Shane Roller,2854
Matt Hughes,3158
Junior Assuncao,2914
Alan Belcher,2798
Clay Harvison,2927
Dennis Hallman,2915
Jeff Hougland,2847
Daniel Roberts,2907
Joe Stevenson,3039
Christian Morecraft,2908
Vagner Rocha,2652
Shane Carwin,3018
Dave Herman,2781
Jesse Bongfeldt,1236
Kenny Florian,2936
Ryan McGillivray,1238
Chuck O'Neil,1239
Danny Downes,2934
Kendall Grove,3076
Cole Escovedo,2926
Jon Madsen,1243
Mario Miranda,3012
Sean McCorkle,2990
Waylon Lowe,3008
Ricardo Almeida,2992
Kurt Pellegrino,3017
Rob Kimmons,2997
Tom Blackledge,1250
Maciej Jewtuszko,1251
Paul Taylor,3002
Phil Baroni,3060
Joe Doerksen,3007
Pat Audinwood,3006
Sako Chivitchian,1256
Ian Loveland,2949
Fredson Paixao,1258
Karo Parisyan,3168
Gerald Harris,1260
Mike Lullo,2945
Paul Kelly,2980
Kris McCray,2973
Seth Petruzelli,3220
Mike Guymon,2984
James Wilks,3063
James McSweeney,1267
Spencer Fisher,2875
Sean Sherk,3087
Matt Serra,3088
Steve Lopez,3069
Tomasz Drwal,3033
Brian Foster,2995
Andre Winner,2957
Randy Couture,2967
Nick Osipczak,2999
Rodney Wallace,3052
Dustin Hazelett,2991
Todd Brown,2975
James Irvin,3035
Chris Lytle,2951
Forrest Petz,3011
Jamie Yager,1283
John Gunderson,3010
Keith Jardine,3040
Josh Bryant,1286
David Loiseau,3094
Chuck Liddell,3093
Jason Brilz,2922
Jesse Forbes,3048
Marcus Davis,2987
Kevin Ferguson,1292
Yoshiyuki Yoshida,3065
Rob Emerson,3071
Caol Uno,3083
Nate Quarry,3137
Eliot Marshall,2933
Eric Schafer,2909
Chris Tuchscherer,2978
Martin Kampmann,2770
Paul Daley,3024
Ryan Jensen,2969
Jake Rosholt,3058
Jesse Lennox,3020
Mark Coleman,3042
Shannon Gugerty,3036
Brad Blackburn,3027
Jason Dent,3061
Brock Larson,3059
Tim Hague,2982
Kyle Bradley,3047
Drew McFedries,3070
Denis Kang,3062
Tim Credeur,2963
Shane Nelson,3049
Mike Ciesnolevicz,3080
Matt Veach,3028
Jake O'Brien,3079
Dan Cramer,3077
Antoni Hardonk,3066
Wilson Gouveia,3050
Junie Browning,3100
Rolando Delgado,3064
Steve Bruno,3115
Luigi Fioravanti,3112
Dale Hartt,3085
Justin McCully,3074
Pete Sell,3105
Hermes Franca,3068
David Bielkheden,3095
Per Eklund,3108
Ryo Chonan,3096
Chris Wilson,3073
Rory Markham,3034
Nate Loughran,3133
Kevin Burns,3051
Justin Buchholz,3043
Dean Lister,3125
Rich Clementi,3113
Rameau Thierry Sokoudjou,3143
Goran Reljic,3001
Jason Day,3106
Jonathan Goulet,3023
Marcus Aurelio,3075
Heath Herring,3151
Jorge Gurgel,3139
Marvin Eastman,3156
Corey Hill,3135
Eddie Sanchez,3136
Roman Mitichyan,3172
War Machine,3161
Troy Mandaloniz,3111
Matt Arroyo,3118
Roger Huerta,3072
Akihiro Gono,3116
Tim Sylvia,3174
Alvin Robinson,3140
Matt Grice,2815
Christian Wellisch,3117
Luke Cummo,3150
Houston Alexander,3055
Jess Liaudin,3145
Renato Sobral,3222
Nate Mohr,3124
Terry Martin,3175
Din Thomas,3169
Kalib Starnes,3165
Kuniyoshi Hironaka,3166
Drew Fickett,3230
Jason Lambert,3149
David Heath,3176
Logan Clark,1372
Travis Lutter,3164
Pete Spratt,3210
Scott Smith,3206
Charles McCarthy,3163
Carmelo Marrero,3099
Tony DeSouza,3183
Rory Singer,3209
Anthony Torres,3197
Jeff Monson,3233
Rob MacDonald,3245
Jorge Santiago,2820
Mike Nickels,3199
Jeremy Horn,3122
Evan Tanner,3154
David Terrell,3289
Dan Christison,3251
Tom Murphy,1389
Paul Buentello,3037
Marcio Cruz,3226
Jason Von Flue,3247
Sam Hoger,3223
Nick Thompson,3260
Branden Lee Hinkle,3254
Trevor Prangley,3263
Matt Lindland,3293
Mike van Arsdale,3267
Ivan Salaverry,3159
Alex Karalexis,3269
Mike Kyle,3292
Frank Trigg,3041
Justin Eilers,3266
Ken Shamrock,3239
Genki Sudo,3317
Jonathan Wiezorek,1406
Renato Verissimo,3290
Lee Murray,1408
Wesley Correira,3299
Pedro Rizzo,3318
Keith Rockel,3340
Falaniko Vitale,3303
Kimo Leopoldo,3297
Vernon White,3295
Dave Strasser,3310
Gan McGee,3308
Carlos Newton,3302
Phillip Miller,1418
Ricco Rodriguez,3306
Ian Freeman,3311
Mark Weir,3314
Tony Fryklund,3291
Benji Radach,3321
Murilo Bustamante,3345
Eugene Jackson,3323
Gil Castillo,3320
Jens Pulver,3202
Kevin Randleman,3351
Andrei Semenov,3332
Dave Menne,3228
Jutaro Nakao,3338
Pat Miletich,3339
Semmy Schilt,3349
Shonie Carter,3229
Fabiano Iha,3346
Bobby Hoffman,3343
Elvis Sinosic,3216
Ben Earwood,1438
Mark Hughes,1439
Yuki Kondo,3348
Maurice Smith,3359
Brad Gumm,3375
Tyrone Roberts,1443
Amaury Bitetti,3456
Laverne Clark,3365
Sanae Kikuta,1446
Ron Waterman,3387
Ikuhisa Minowa,1448
Scott Adams,1449
Tedd Williams,3366
Bob Cook,1451
Lance Gibson,3354
Kenichi Yamamoto,3355
Joe Slick,3374
Katsuhisa Fujii,3379
Brad Kohler,3416
John Lewis,3358
Frank Shamrock,1458
Tim Lajcik,3363
Tsuyoshi Kohsaka,3333
Andre Roberts,3399
Paul Jones,3383
Travis Fulton,3393
Pete Williams,3336
Bas Rutten,1465
Marcelo Mello,1466
Sione Latu,1467
Gary Goodridge,3445
Mikey Burnett,3405
Ebenezer Fontes Braga,1470
Tulio Palhares,1471
David Abbott,3304
Jerry Bohlander,3401
Tra Telligman,3277
Kazushi Sakuraba,1475
Alex Hunter,1476
Mark Kerr,1477
Dwayne Cason,3420
Dave Beneteau,3466
Kevin Jackson,3415
Joe Moreira,3460
Dan Bobish,3424
Guy Mezger,3397
Enson Inoue,1484
Steven Graham,3435
Jack Nilson,1486
Scott Ferrozzo,3438
Yoshiki Takahashi,1488
Don Frye,3451
Brian Johnston,3429
Geza Kalman,1491
Dan Severn,3362
Steve Nelmark,3443
Mark Hall,3446
Cal Worsham,3442
Rafael Carino,1496
Mark Schultz,1497
Paul Varelans,3444
Oleg Taktarov,3465
Marco Ruas,3392
Remco Pardoel,3470
Scott Bessac,1502
Patrick Smith,3489
Todd Medina,3476
Jon Hess,1505
Royce Gracie,3257
Steve Jennum,3464
Keith Hackney,3463
Harold Howard,3468
Johnny Rhodes,3492
Frank Hamaker,1511
Jason DeLucia,3380
Orlando Wiet,3491
Scott Morris,3490
Gustavo Lopez,1515
Roman Dolidze,1516
Harry Hunsucker,1517
Montserrat Conejo,1518
Macy Chiasson,1519
Grant Dawson,1520
Max Griffin,1521
Kevin Holland,1522
Jesse Strader,1523
JP Buys,1524
Matheus Nicolau,1525
Ryan Spann,1526
Belal Muhammad,1527
Marcelo Rojo,1528
Darren Stewart,1529
Ashley Yoder,1530
Davey Grant,1531
Gavin Tucker,1532
Rafa Garcia,1533
JJ Aldrich,1534
Jason Witt,1535
Ray Rodriguez,1536
Jinh Yu Frey,1537
Casey Kenney,1538
Kyler Phillips,1539
Aljamain Sterling,1540
Israel Adesanya,1541
Aleksandar Rakic,1542
Askar Askarov,1543
Megan Anderson,1544
Drew Dober,1545
Jordan Espinosa,1546
Amanda Lemos,1547
Kai Kara-France,1548
Aalon Cruz,1549
Carlos Ulberg,1550
Jake Matthews,1551
Trevin Jones,1552
Ciryl Gane,1553
Mayra Bueno Silva,1554
Ronnie Lawrence,1555
Thiago Moises,1556
Jimmie Rivera,1557
Kevin Croom,1558
Sabina Mazo,1559
Magomed Ankalaev,1560
Maxim Grishin,1561
Chris Daukaus,1562
Darrick Minner,1563
Nassourdine Imavov,1564
Derrick Lewis,1565
John Castaneda,1566
Tom Aspinall,1567
Danny Chavez,1568
Yana Kunitskaya,1569
Drako Rodriguez,1570
Jared Vanderaa,1571
Julian Erosa,1572
Casey O'Neill,1573
Alexa Grasso,1574
Dhiego Lima,1575
Julian Marquez,1576
Gilbert Burns,1577
Brian Kelleher,1578
Ian Heinisch,1579
Mallory Martin,1580
Anthony Hernandez,1581
Philip Rowe,1582
Chris Gutierrez,1583
Manel Kape,1584
Joselyne Edwards,1585
Justin Jaynes,1586
Clay Guida,1587
Alexander Volkov,1588
Beneil Dariush,1589
Frankie Edgar,1590
Danilo Marques,1591
Jerome Rivera,1592
Youssef Zalal,1593
Lara Procopio,1594
Martin Day,1595
Michael Chandler,1596
Makhmud Muradov,1597
Sara McMann,1598
Joanne Calderwood,1599
Conor McGregor,1600
Antonio Carlos Junior,1601
Matt Frevola,1602
Amanda Ribas,1603
Zhalgas Zhumagulov,1604
Marcin Prachnio,1605
Movsar Evloev,1606
Gaetano Pirrello,1607
Tom Breese,1608
Mounir Lazzez,1609
Tyson Nam,1610
Viviane Araujo,1611
Vinicius Moreira,1612
Neil Magny,1613
Douglas Silva de Andrade,1614
Zarrukh Adashev,1615
Mason Jones,1616
Markus Perez,1617
Sergey Morozov,1618
Manon Fiorot,1619
Dusko Todorovic,1620
Justin Tafa,1621
Matt Brown,1622
Ramazan Emeev,1623
Alessio Di Chirico,1624
Li Jingliang,1625
Calvin Kattar,1626
Vanessa Melo,1627
Austin Lingo,1628
Rob Font,1629
Pannie Kianzad,1630
Antonio Arroyo,1631
Geoff Neal,1632
Marlon Vera,1633
Alex Morono,1634
Greg Hardy,1635
Khaos Williams,1636
Taila Santos,1637
Cody Durden,1638
Jamie Pickett,1639
Carlton Minus,1640
Rafael Fiziev,1641
Jacare Souza,1642
Virna Jandiroba,1643
Charles Oliveira,1644
Brandon Moreno,1645
Billy Quarantillo,1646
Daniel Pineda,1647
Sam Hughes,1648
Peter Barrett,1649
John Allan,1650
Damon Jackson,1651
Jose Quinonez,1652
Jake Collier,1653
Jamahal Hill,1654
Jordan Leavitt,1655
Marvin Vettori,1656
Norma Dumont,1657
Kai Kamaka,1658
Takashi Sato,1659
Parker Porter,1660
Devin Clark,1661
Bill Algeo,1662
Anderson Dos Santos,1663
Nate Maness,1664
Rachael Ostovich,1665
Malcolm Gordon,1666
Brandon Royval,1667
Jordan Wright,1668
Cynthia Calvillo,1669
Ariane Lipski,1670
Jennifer Maia,1671
Alex Perez,1672
Paul Craig,1673
Tim Means,1674
Jared Gooden,1675
Nicolas Dalby,1676
Sasha Palatnikov,1677
Dustin Stoltzfus,1678
Miranda Granger,1679
Cory McKenna,1680
Kanako Murata,1681
Sean Strickland,1682
Tony Gravely,1683
Rhys McKee,1684
Rafael Dos Anjos,1685
Roque Martinez,1686
Glover Teixeira,1687
Tanner Boser,1688
Marcos Rogerio de Lima,1689
Yan Xiaonan,1690
Eduardo Garagorri,1691
Jamey Simmons,1692
Khalid Taha,1693
Bevon Lewis,1694
Anthony Birchak,1695
Ramiz Brahimaj,1696
Alexander Hernandez,1697
Victor Rodriguez,1698
Jack Marshman,1699
Charlie Ontiveros,1700
Anderson Silva,1701
Andre Fili,1702
Justin Ledet,1703
Kevin Natividad,1704
Phil Hawes,1705
Walt Harris,1706
Ion Cutelaba,1707
Tai Tuivasa,1708
Jared Cannonier,1709
Liliya Shakirova,1710
Justin Gaethje,1711
Alexander Yakovlev,1712
Miranda Maverick,1713
Sam Alvey,1714
Shavkat Rakhmonov,1715
Jessica Andrade,1716
Jonathan Martinez,1717
Modestas Bukauskas,1718
Guram Kutateladze,1719
John Phillips,1720
Poliana Botelho,1721
James Krause,1722
Chan Sung Jung,1723
Mark Striegl,1724
Fares Ziam,1725
Cory Sandhagen,1726
KB Bhullar,1727
Rodrigo Nascimento,1728
Dricus Du Plessis,1729
Marcin Tybura,1730
Ilia Topuria,1731
Alan Baudot,1732
Makwan Amirkhani,1733
Joaquin Buckley,1734
Omar Morales,1735
Tony Kelley,1736
Stephanie Egger,1737
Tagir Ulanbekov,1738
Court McGee,1739
Josh Culibao,1740
Julianna Pena,1741
Cameron Else,1742
Irene Aldana,1743
Carlos Felipe,1744
Heili Alateng,1745
Jessin Ayari,1746
Sijara Eubanks,1747
Paulo Costa,1748
Ludovit Klein,1749
Alex Da Silva,1750
Jan Blachowicz,1751
Zubaira Tukhugov,1752
Aleksa Camur,1753
Jeff Hughes,1754
Tyron Woodley,1755
Randa Markos,1756
David Dvorak,1757
Gerald Meerschaert,1758
Niko Price,1759
Sarah Alpar,1760
TJ Laramie,1761
Randy Costa,1762
Mara Romero Borella,1763
Irwin Rivera,1764
Alan Patrick,1765
Kyle Nelson,1766
Angela Hill,1767
Andrea Lee,1768
Mike Rodriguez,1769
Khama Worthy,1770
Jalin Turner,1771
Anthony Ivy,1772
Justine Kish,1773
Alonzo Menifield,1774
Zelim Imadaev,1775
Montana De La Rosa,1776
Bartosz Fabinski,1777
Hunter Azure,1778
Augusto Sakai,1779
Zak Cummings,1780
Austin Springer,1781
Impa Kasanganay,1782
Christian Aguilera,1783
Hannah Cifers,1784
Emily Whitmire,1785
Matthew Semelsberger,1786
Dwight Grant,1787
Inoue Mizuki,1788
Shana Dobson,1789
Joe Solecki,1790
Jairzinho Rozenstruik,1791
Merab Dvalishvili,1792
Daniel Cormier,1793
Vinc Pichel,1794
Livinha Souza,1795
Laureano Staropoli,1796
Alexander Munoz,1797
Aleksei Oleinik,1798
Julija Stoliarenko,1799
Scott Holtzman,1800
Chris Weidman,1801
Ali AlQaisi,1802
Wellington Turman,1803
Vince Cachero,1804
Randy Brown,1805
Edmen Shahbazyan,1806
Bobby Green,1807
Peter Sobotta,1808
Darren Till,1809
Rogerio Nogueira,1810
Jai Herbert,1811
Marina Rodriguez,1812
Gadzhimurad Antigulov,1813
Alexander Gustafsson,1814
Jesse Ronson,1815
Raphael Pessoa,1816
Mike Grundy,1817
Niklas Stolze,1818
Joel Alvarez,1819
Kelvin Gastelum,1820
Nad Narimani,1821
Joseph Benavidez,1822
Khadis Ibragimov,1823
Luana Carolina,1824
Amir Albazi,1825
Montel Jackson,1826
Serghei Spivac,1827
Arman Tsarukyan,1828
Andreas Michailidis,1829
Khamzat Chimaev,1830
Lerone Murphy,1831
Cody Stamann,1832
Dan Ige,1833
Ryan Benoit,1834
Liana Jojua,1835
Aaron Phillips,1836
Chris Fishgold,1837
Rose Namajunas,1838
Danny Henry,1839
Jiri Prochazka,1840
Muslim Salikhov,1841
Jose Aldo,1842
Max Holloway,1843
Jorge Masvidal,1844
Paige VanZant,1845
Roman Bogatov,1846
Maurice Greene,1847
Mickey Gall,1848
Dan Hooker,1849
Kyle Daukaus,1850
Roosevelt Roberts,1851
Oskar Piechota,1852
Lyman Good,1853
Shane Burgos,1854
Brianna Van Buren,1855
Marion Reneau,1856
Gillian Robertson,1857
Lauren Murphy,1858
Max Rohskopf,1859
Charles Jourdain,1860
Mark De La Rosa,1861
Kevin Aguilar,1862
Gina Mazany,1863
Sean O'Malley,1864
Chase Hooper,1865
Cody Garbrandt,1866
Felicia Spencer,1867
Anthony Rocco Martin,1868
Maki Pitolo,1869
Herbert Burns,1870
Klidson Abreu,1871
Gabe Green,1872
Antonina Shevchenko,1873
Brok Weaver,1874
Spike Carlyle,1875
Vince Morales,1876
Edson Barboza,1877
Krzysztof Jotko,1878
Miguel Baeza,1879
Nate Landwehr,1880
Don'Tale Mayes,1881
Ray Borg,1882
Ovince Saint Preux,1883
Philipe Lins,1884
Sarah Moras,1885
Ike Villanueva,1886
Michelle Waterson,1887
Donald Cerrone,1888
Fabricio Werdum,1889
Dominick Cruz,1890
Yorgan De Castro,1891
Charles Rosa,1892
Damir Hadzovic,1893
Aleksei Kunchenko,1894
Nikita Krylov,1895
John Makdessi,1896
Enrique Barzola,1897
Maryna Moroz,1898
Bea Malecki,1899
Drakkar Klose,1900
Yoel Romero,1901
Joanna Jedrzejczyk,1902
Saparbeg Safarov,1903
Austin Hubbard,1904
Jamall Emmers,1905
Guido Cannetti,1906
Deron Winn,1907
Zarah Fairn,1908
Deiveson Figueiredo,1909
TJ Brown,1910
Ismail Naurdiev,1911
Steve Garcia,1912
Michal Oleksiejczuk,1913
Magomed Mustafaev,1914
Emil Meek,1915
Song Kenan,1916
Daniel Rodriguez,1917
Yancy Medeiros,1918
Kazula Vargas,1919
Michel Pereira,1920
Nathaniel Wood,1921
Dequan Townsend,1922
Raulian Paiva,1923
Shanna Young,1924
Katlyn Chookagian,1925
Ilir Latifi,1926
Dominick Reyes,1927
Journey Newson,1928
Mario Bautista,1929
Junior Dos Santos,1930
Lucie Pudilova,1931
Darko Stosic,1932
Michael Chiesa,1933
Felipe Colares,1934
Nik Lentz,1935
Lina Lansberg,1936
Diego Ferreira,1937
Raquel Pennington,1938
Maycee Barber,1939
Sodiq Yusuff,1940
Ode Osbourne,1941
Nasrat Haqparast,1942
Suman Mokhtarian,1943
Pingyuan Liu,1944
Matt Schnell,1945
Marc-Andre Barriault,1946
Said Nurmagomedov,1947
Mike Perry,1948
Omari Akhmedov,1949
Germaine de Randamie,1950
Alexander Volkanovski,1951
Urijah Faber,1952
Colby Covington,1953
Ben Saunders,1954
Daniel Teymur,1955
Ricky Simon,1956
Song Yadong,1957
Ben Rothwell,1958
Jacob Kilburn,1959
Matt Wiman,1960
Matt Sayles,1961
Trevor Smith,1962
Jared Gordon,1963
Andre Muniz,1964
Isabela de Padua,1965
Renan Barao,1966
Tracy Cortez,1967
Danny Roberts,1968
Sergey Khandozhko,1969
Ed Herman,1970
Dalcha Lungiambula,1971
David Zawada,1972
Karl Roberson,1973
Gregor Gillespie,1974
Vicente Luque,1975
Nate Diaz,1976
Johnny Walker,1977
Blagoy Ivanov,1978
Hakeem Dawodu,1979
Chance Rencountre,1980
Stevie Ray,1981
Ben Askren,1982
Sergei Pavlovich,1983
Aleksandra Albu,1984
Ben Sosoli,1985
Diana Belbita,1986
Manny Bermudez,1987
Jonathan Pearce,1988
Jeremy Stephens,1989
Boston Salmon,1990
Sean Woodson,1991
Sean Brady,1992
Thomas Gifford,1993
Kron Gracie,1994
Luis Pena,1995
James Vick,1996
Tim Elliott,1997
Andre Ewell,1998
Hector Aldana,1999
Andrew Sanchez,2000
Lauren Mueller,2001
Rostem Akman,2002
Jamie Mullarkey,2003
Bruno Silva,2004
Ji Yeon Kim,2005
Khalil Rountree Jr.,2006
Alex Oliveira,2007
Danilo Belluardo,2008
Giga Chikadze,2009
Lando Vannata,2010
Nohelin Hernandez,2011
Steven Peterson,2012
Carlos Huachin,2013
Marcos Mariano,2014
Bethe Correia,2015
Jimmy Crute,2016
Miles Johns,2017
Tristan Connelly,2018
Ryan MacDonald,2019
Jordan Griffin,2020
Shamil Abdurakhimov,2021
Davi Ramos,2022
Dustin Poirier,2023
Paul Felder,2024
Teemu Packalen,2025
Elizeu Zaleski dos Santos,2026
Andre Soukhamthath,2027
Zhang Weili,2028
Derrick Krantz,2029
Batgerel Danaa,2030
Stipe Miocic,2031
Brandon Davis,2032
Jodie Esquibel,2033
Humberto Bandenay,2034
Bobby Moffett,2035
Liz Carmouche,2036
Polyana Viana,2037
Dong Hyun Ma,2038
Kennedy Nzechukwu,2039
Robbie Lawler,2040
Hannah Goldy,2041
Cole Williams,2042
Salim Touahri,2043
SeungWoo Choi,2044
Yoshinori Horie,2045
Sarah Frota,2046
Kyle Stewart,2047
Leon Edwards,2048
Francisco Trinaldo,2049
Juan Adams,2050
Gabriel Silva,2051
Jin Soo Son,2052
Sheymon Moraes,2053
Cezar Ferreira,2054
Mirsad Bektic,2055
Nicco Montano,2056
Aspen Ladd,2057
Ryan Hall,2058
Holly Holm,2059
Thiago Santos,2060
Arnold Allen,2061
Luke Rockhold,2062
Marco Polo Reyes,2063
Junior Albini,2064
Dan Moret,2065
Syuri Kondo,2066
Molly McCann,2067
Eric Spicely,2068
Pedro Munhoz,2069
Nina Ansaroff,2070
Jessica Eye,2071
Petr Yan,2072
Marlon Moraes,2073
Grigory Popov,2074
Leonardo Santos,2075
Christos Giagos,2076
Anthony Smith,2077
Sung Bin Jo,2078
Frank Camacho,2079
Duda Santana,2080
Kevin Lee,2081
Trevin Giles,2082
Kurt Holobaugh,2083
Sergio Moraes,2084
Priscila Cachoeira,2085
Elias Theodorou,2086
Kyle Prepolec,2087
Cole Smith,2088
Dmitrii Smoliakov,2089
Jack Hermansson,2090
Mike Davis,2091
Jason Gonzalez,2092
Alen Amedovski,2093
Marcelo Golm,2094
Keita Nakamura,2095
Alexandre Pantoja,2096
Desmond Green,2097
Jessica Aguilar,2098
Michael Johnson,2099
Anthony Pettis,2100
Frankie Saenz,2101
Justin Willis,2102
Jesus Pinedo,2103
Joe Duffy,2104
Jordan Rinaldi,2105
Claudio Silva,2106
Gunnar Nelson,2107
Curtis Millender,2108
Zak Ottow,2109
Zabit Magomedsharipov,2110
Kamaru Usman,2111
Alejandro Perez,2112
Charles Byrd,2113
Carlo Pedersoli Jr.,2114
Myles Jury,2115
Cain Velasquez,2116
Bryan Barberena,2117
Luke Sanders,2118
Austin Arnett,2119
Nadia Kassem,2120
Kyung Ho Kang,2121
David Teymur,2122
Renato Moicano,2123
Rogerio Bontorin,2124
TJ Dillashaw,2125
Dustin Ortiz,2126
Allen Crowder,2127
Te Edwards,2128
Amanda Nunes,2129
Corey Anderson,2130
Siyar Bahadurzada,2131
Al Iaquinta,2132
Sergio Pettis,2133
Joaquim Silva,2134
Kyle Bochniak,2135
Eryk Anders,2136
Matthew Lopez,2137
Brian Ortega,2138
Ben Nguyen,2139
Tyson Pedro,2140
Damir Ismagulov,2141
Justin Frazier,2142
Bryan Caraway,2143
Darrell Horcher,2144
Leah Letson,2145
Ricky Rainey,2146
Michel Batista,2147
Rashad Coulter,2148
Francis Ngannou,2149
Louis Smolka,2150
Yuta Sasaki,2151
Santiago Ponzinibbio,2152
Darren Elkins,2153
Yair Rodriguez,2154
Amanda Cooper,2155
Eric Shelton,2156
John Gunther,2157
Joby Sanchez,2158
Roxanne Modafferi,2159
Patrick Cummins,2160
Artem Lobov,2161
Talita Bernardo,2162
Don Madge,2163
Jussier Formiga,2164
Felice Herrig,2165
Tonya Evinger,2166
Evan Dunham,2167
Chase Sherman,2168
Luigi Vendramini,2169
Hector Lombard,2170
Alex Chambers,2171
Kajan Johnson,2172
Thiago Alves,2173
CB Dollaway,2174
Jordan Johnson,2175
Stefan Sekulic,2176
Terrion Ware,2177
John Dodson,2178
Karolina Kowalkiewicz,2179
Tatiana Suarez,2180
Alex White,2181
Craig White,2182
Jarred Brooks,2183
Iuri Alcantara,2184
Tim Williams,2185
Warlley Alves,2186
Kalindra Faria,2187
George Sullivan,2188
Jon Tuck,2189
Brett Johns,2190
Henry Cejudo,2191
Wuliji Buren,2192
Jose Torres,2193
Islam Makhachev,2194
Tecia Torres,2195
Olivier Aubin-Mercier,2196
Alvaro Herrera Mendoza,2197
Ross Pearson,2198
Abu Azaitar,2199
Marc Diakiese,2200
Stefan Struve,2201
Chad Mendes,2202
Rick Glenn,2203
Raoni Barcelos,2204
Elias Garcia,2205
Brad Katona,2206
Joe Giannetti,2207
Richie Smullen,2208
Barb Honchak,2209
Martin Bravo,2210
Allan Zuniga,2211
Bryce Mitchell,2212
Daichi Abe,2213
Shane Young,2214
Naoki Inoue,2215
Melinda Fabian,2216
Carla Esparza,2217
Curtis Blaydes,2218
Mike Jackson,2219
Chris de la Rocha,2220
Daniel Spitz,2221
Gleison Tibau,2222
Mads Burnell,2223
Nordine Taleb,2224
Michel Prazeres,2225
Chad Laprise,2226
Felipe Silva,2227
Nick Hein,2228
Lyoto Machida,2229
Sultan Aliev,2230
James Bochnovic,2231
Cub Swanson,2232
Alex Garcia,2233
Luan Chagas,2234
Cortney Casey,2235
John Moraga,2236
Brad Tavares,2237
Yushin Okami,2238
Patrick Williams,2239
Adam Wieczorek,2240
Chris Gruetzemacher,2241
Ashlee Evans-Smith,2242
Oliver Enkamp,2243
Dmitry Sosnovskiy,2244
Andrei Arlovski,2245
Mackenzie Dern,2246
Ketlen Vieira,2247
Adam Milstead,2248
Alan Jouban,2249
Russell Doane,2250
Brian Camozzi,2251
Thibault Gouti,2252
Jeremy Kennedy,2253
Cyril Asker,2254
Mizuto Hirota,2255
Joe Soto,2256
Joseph Morales,2257
Derek Brunson,2258
Godofredo Pepey,2259
Juliana Lima,2260
Francimar Barroso,2261
Volkan Oezdemir,2262
Abdul Razak Alhassan,2263
Julio Arce,2264
Dooho Choi,2265
Jessica-Rose Clark,2266
Mike Santiago,2267
Josh Emmett,2268
Misha Cirkunov,2269
Galore Bofando,2270
Oluwale Bamgbose,2271
Abel Trujillo,2272
Erick Silva,2273
Gabriel Benitez,2274
Benito Lopez,2275
Angela Magana,2276
Ryan Janes,2277
Bharat Kandare,2278
Bobby Nash,2279
Alex Caceres,2280
Hu Yaozong,2281
Rolando Dy,2282
Daniel Kelly,2283
Bojan Velickovic,2284
Ashkan Mokhtarian,2285
Will Brooks,2286
Diego Sanchez,2287
Viviane Pereira,2288
Michel Quinones,2289
Marcel Fortuna,2290
Mark Godbeer,2291
Georges St-Pierre,2292
Ricardo Ramos,2293
Jim Miller,2294
Christian Colombo,2295
Jonathan Wilson,2296
Bibulatov Magomed,2297
Marco Beltran,2298
Chan-Mi Jeon,2299
Henrique da Silva,2300
Luke Jumeau,2301
Hyun Gyu Lim,2302
Alex Reyes,2303
David Branch,2304
Azunna Anyanwu,2305
Uriah Hall,2306
Wilson Reis,2307
Valentina Shevchenko,2308
Gilbert Melendez,2309
Adriano Martins,2310
Arjan Bhullar,2311
Rob Wilkinson,2312
Andrew Holbrook,2313
Abdul-Kerim Edilov,2314
Hector Sandoval,2315
Rashad Evans,2316
Rani Yahya,2317
Robert Sanchez,2318
Diego Rivas,2319
Demian Maia,2320
Jason Knight,2321
Jon Jones,2322
Thomas Almeida,2323
Gian Villante,2324
Chris Wade,2325
Neil Seery,2326
Albert Morales,2327
Alistair Overeem,2328
Robert Whittaker,2329
Nick Roehrick,2330
Jesse Taylor,2331
Tom Gallicchio,2332
Teruto Ishihara,2333
Dennis Siver,2334
Johny Hendricks,2335
Erik Koch,2336
Jeremy Kimball,2337
Johnny Case,2338
Carls John De Tomas,2339
Dominique Steele,2340
Mark Hunt,2341
Nate Marquardt,2342
Jamie Moyle,2343
Jim Wallhead,2344
Damian Stasiak,2345
Alex Nicholson,2346
Chris Camozzi,2347
Eddie Wineland,2348
Danielle Taylor,2349
Michael McBride,2350
Cindy Dandois,2351
Joe Proctor,2352
Tom Duquesnoy,2353
Rashid Magomedov,2354
Roy Nelson,2355
Augusto Mendes,2356
Nathan Coy,2357
Gegard Mousasi,2358
Mike de la Torre,2359
Patrick Cote,2360
Pearl Gonzalez,2361
Anthony Johnson,2362
Timothy Johnson,2363
