,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,Height_Red,Weight_Red,Stance_Red,SLpM_Red,Str_Acc_Red,SApM_Red,Str_Def_Red,TD_Avg_Red,TD_Acc_Red,TD_Def_Red,Sub_Avg_Red,Height_Blue,Weight_Blue,Stance_Blue,SLpM_Blue,Str_Acc_Blue,SApM_Blue,Str_Def_Blue,TD_Avg_Blue,TD_Acc_Blue,TD_Def_Blue,Sub_Avg_Blue,winner_color,R_SIG_STRIKE_LANDED,R_SIG_STRIKE_TOTAL,B_SIG_STRIKE_LANDED,B_SIG_STRIKE_TOTAL,R_TOTAL_STRIKE_LANDED,R_TOTAL_STRIKE_TOTAL,B_TOTAL_STRIKE_LANDED,B_TOTAL_STRIKE_TOTAL,R_TD_STRIKE_LANDED,R_TD_STRIKE_TOTAL,B_TD_STRIKE_LANDED,B_TD_STRIKE_TOTAL,R_HEAD_LANDED,R_HEAD_TOTAL,B_HEAD_LANDED,B_HEAD_TOTAL,R_BODY_LANDED,R_BODY_TOTAL,B_BODY_LANDED,B_BODY_TOTAL,R_LEG_LANDED,R_LEG_TOTAL,B_LEG_LANDED,B_LEG_TOTAL,R_DISTANCE_LANDED,R_DISTANCE_TOTAL,B_DISTANCE_LANDED,B_DISTANCE_TOTAL,R_CLINCH_LANDED,R_CLINCH_TOTAL,B_CLINCH_LANDED,B_CLINCH_TOTAL,R_GROUND_LANDED,R_GROUND_TOTAL,B_GROUND_LANDED,B_GROUND_TOTAL,weightclass,titlebout
78,0,0,37,48,66,33,0,1,0,1,219,269,72,145,Orthodox,3.17,41,2.45,46,1.03,57,66,0.0,70,145,Switch,2.45,51,1.56,64,2.4,40,56,1.4,1,41,109,23,47,73,144,46,70,2,3,3,9,25,84,12,34,10,13,9,10,6,12,2,3,26,93,21,44,12,13,1,2,3,3,1,1,featherweight,0
79,0,0,78,62,0,77,1,1,0,0,50,703,64,125,Orthodox,5.15,50,4.28,65,1.64,29,28,0.7,64,125,Orthodox,6.7,57,6.93,47,3.5,50,0,0.5,0,37,47,36,58,71,83,85,113,0,0,7,9,17,25,20,39,13,14,11,12,7,8,5,7,21,28,19,39,11,12,9,11,5,7,8,8,womens flyweight,0
80,0,0,72,28,66,0,0,0,0,1,679,15,66,145,Orthodox,5.5,71,1.55,56,2.73,66,50,0.0,70,145,Orthodox,3.97,45,3.79,53,0.72,60,65,0.5,1,55,76,8,28,115,149,24,46,4,6,0,0,37,53,7,23,4,7,0,2,14,16,1,3,20,31,6,23,2,2,0,1,33,43,2,4,featherweight,0
81,0,1,42,70,0,0,0,0,0,0,0,9,72,155,Switch,4.95,48,4.92,51,0.72,34,79,0.3,68,155,Orthodox,4.29,49,3.76,52,2.37,41,80,1.4,0,8,19,17,24,8,19,17,24,0,0,0,0,0,6,12,17,0,1,4,6,8,12,1,1,8,19,7,11,0,0,0,0,0,0,10,13,lightweight,0
82,0,0,34,45,0,0,0,0,0,0,22,16,73,185,Orthodox,4.48,42,5.05,51,1.92,31,100,0.0,74,185,Orthodox,5.32,42,2.92,64,0.36,16,100,0.4,0,48,141,79,174,50,144,82,177,0,2,0,2,34,118,52,139,8,15,16,22,6,8,11,13,48,141,72,165,0,0,5,7,0,0,2,2,middleweight,0
83,0,0,50,38,100,100,1,0,0,0,175,441,66,135,Orthodox,2.8,47,1.7,53,2.49,53,23,0.8,66,135,Orthodox,2.32,45,1.94,48,4.41,65,50,0.5,1,38,76,21,54,140,192,28,63,1,1,3,3,27,65,10,39,11,11,7,10,0,0,4,5,20,57,12,43,10,10,6,6,8,9,3,5,womens bantamweight,0
84,0,0,44,61,25,33,0,0,0,0,303,19,66,125,Orthodox,3.76,37,4.01,55,0.45,40,57,0.5,66,125,Orthodox,6.59,49,4.4,53,1.8,55,58,0.5,0,77,173,148,240,104,218,214,319,1,4,1,3,39,127,52,122,35,41,53,62,3,5,43,56,44,132,113,198,32,40,35,42,1,1,0,0,womens flyweight,0
85,1,0,52,43,100,0,0,0,0,0,102,67,69,155,Southpaw,5.59,50,4.17,54,1.47,36,61,1.3,69,155,Southpaw,5.32,49,4.54,54,0.7,55,67,0.0,1,48,91,29,66,53,98,52,92,1,1,0,1,30,69,23,60,0,1,4,4,18,21,2,2,46,89,27,63,0,0,2,3,2,2,0,0,lightweight,0
86,0,0,50,33,0,8,0,0,0,0,5,388,73,185,Orthodox,3.04,41,2.73,56,0.97,27,79,0.0,74,185,Orthodox,1.95,42,2.14,52,3.42,39,53,0.8,1,54,108,34,103,73,135,57,135,0,0,1,12,28,76,24,93,6,8,2,2,20,24,8,8,50,102,33,100,4,6,1,3,0,0,0,0,middleweight,0
87,0,0,48,28,83,0,0,0,0,0,504,2,67,155,Orthodox,3.35,44,1.43,62,3.5,35,78,0.0,69,155,Orthodox,2.73,37,3.44,58,2.59,37,40,1.1,1,50,103,16,57,103,180,51,97,10,12,0,2,32,82,8,46,12,15,6,9,6,6,2,2,39,86,9,48,5,8,7,9,6,9,0,0,lightweight,0
88,1,0,41,30,0,100,0,0,0,0,7,219,66,115,Orthodox,4.86,50,3.16,53,0.36,33,59,0.2,63,125,Orthodox,4.25,44,1.78,71,2.31,58,85,1.6,1,15,36,7,23,26,52,35,57,0,0,1,1,14,33,4,19,1,1,2,2,0,2,1,2,5,25,3,16,3,3,1,1,7,8,3,6,womens strawweight,0
89,0,0,40,44,66,33,0,0,0,0,218,27,65,125,Orthodox,4.06,40,3.15,58,2.28,75,66,0.8,64,125,Switch,4.17,49,4.0,58,1.5,21,33,0.0,1,68,169,59,132,94,200,74,150,2,3,1,3,40,128,22,84,15,24,31,41,13,17,6,7,64,163,58,128,2,3,1,2,2,3,0,2,flyweight,0
90,0,0,33,47,0,0,0,0,0,0,0,5,73,205,Southpaw,3.06,38,3.63,49,0.0,0,50,0.2,75,205,Orthodox,5.4,47,3.71,58,0.0,0,0,0.0,0,49,148,102,216,50,149,105,220,0,0,0,2,29,120,33,131,13,18,29,39,7,10,40,46,49,146,100,211,0,2,2,5,0,0,0,0,light heavyweight,0
91,0,0,36,48,20,100,2,0,1,0,86,276,68,145,Orthodox,3.44,47,3.25,50,3.3,32,43,1.2,67,145,Orthodox,4.7,44,2.83,64,2.75,37,70,0.0,0,46,127,82,170,50,137,137,235,1,5,2,2,24,100,70,153,15,20,7,10,7,7,5,7,41,120,78,165,5,7,0,0,0,0,4,5,other,0
92,0,0,53,42,70,0,1,0,0,0,419,0,66,135,Orthodox,3.08,42,3.13,64,6.93,54,72,0.4,67,135,Orthodox,0.67,42,1.89,46,0.0,0,30,0.0,1,17,32,6,14,50,69,10,18,7,10,0,0,14,28,4,11,3,4,0,0,0,0,2,3,3,13,5,12,4,6,1,2,10,13,0,0,bantamweight,0
93,0,0,65,25,40,0,1,3,0,1,274,60,72,185,Orthodox,2.95,35,2.59,57,2.63,49,65,0.3,75,185,Southpaw,3.34,50,2.81,60,0.0,0,70,1.1,1,25,38,1,4,73,91,6,12,2,5,0,1,23,34,0,2,1,3,1,2,1,1,0,0,4,7,1,4,0,0,0,0,21,31,0,0,middleweight,0
94,1,0,80,100,100,0,0,0,0,0,96,42,71,170,Orthodox,3.09,47,3.62,50,1.48,54,75,1.0,73,170,Orthodox,5.69,55,4.78,45,3.41,100,60,0.0,1,17,21,2,2,24,30,2,2,1,1,0,0,9,12,1,1,7,8,1,1,1,1,0,0,7,9,0,0,4,6,2,2,6,6,0,0,welterweight,0
95,0,0,39,30,0,0,0,0,0,0,0,0,68,125,Orthodox,4.2,36,4.02,62,0.48,33,53,1.2,67,125,Orthodox,3.64,31,5.69,64,0.0,0,100,0.0,1,85,214,58,193,85,214,58,193,0,0,0,0,69,195,36,164,10,12,10,15,6,7,12,14,83,212,58,193,2,2,0,0,0,0,0,0,flyweight,0
96,0,0,25,43,0,100,0,1,0,0,39,186,67,125,Orthodox,3.13,30,5.03,53,1.42,23,30,0.1,64,125,Orthodox,4.97,48,4.84,60,2.33,64,94,0.2,0,46,184,86,198,49,193,100,214,0,5,4,4,40,177,79,187,2,3,5,8,4,4,2,3,45,181,85,192,1,3,1,2,0,0,0,4,womens flyweight,0
97,1,0,42,57,0,0,0,0,0,0,0,0,73,225,Orthodox,3.62,40,6.93,37,0.0,0,0,0.0,76,205,Orthodox,3.15,59,5.07,43,1.97,18,0,1.3,1,24,56,24,42,24,56,24,42,0,0,0,0,18,47,4,10,6,9,10,18,0,0,10,14,24,56,23,41,0,0,1,1,0,0,0,0,light heavyweight,0
98,0,0,46,24,66,33,0,1,0,0,921,135,73,170,Southpaw,1.89,40,1.71,54,3.6,52,68,0.9,75,170,Orthodox,3.67,47,2.05,56,2.46,45,57,0.3,1,24,52,12,50,93,125,52,96,4,6,1,3,19,43,7,42,3,7,5,7,2,2,0,1,10,29,8,45,1,2,4,5,13,21,0,0,welterweight,0
99,0,0,41,36,25,50,0,0,0,0,111,81,69,145,Orthodox,2.86,42,2.07,63,0.87,33,41,0.9,67,145,Orthodox,3.77,38,4.26,58,0.7,50,66,0.0,1,48,115,39,108,60,131,51,121,1,4,1,2,29,92,16,74,8,11,11,14,11,12,12,20,37,97,33,101,6,8,6,7,5,10,0,0,featherweight,0
100,0,0,39,22,0,0,0,0,0,0,0,2,68,125,Southpaw,4.49,51,2.19,68,0.4,100,77,0.8,65,125,Southpaw,1.93,23,3.35,60,0.0,0,0,0.0,1,50,127,28,123,50,127,28,123,0,0,0,1,22,87,20,102,9,16,3,13,19,24,5,8,50,127,24,117,0,0,4,6,0,0,0,0,flyweight,0
101,0,0,54,23,66,0,0,0,0,1,427,67,66,135,Southpaw,1.93,54,2.07,76,4.0,66,100,0.0,70,145,Southpaw,3.08,34,2.47,51,0.0,0,40,0.0,1,29,53,31,134,39,65,85,199,4,6,0,5,11,28,12,90,7,11,8,20,11,14,11,24,20,40,22,112,4,4,9,22,5,9,0,0,flyweight,0
102,0,0,52,37,33,25,0,0,0,0,50,51,72,145,Orthodox,6.24,53,6.76,57,1.39,33,69,0.0,70,155,Orthodox,7.8,37,7.2,47,1.0,25,66,0.0,1,108,207,117,313,111,210,132,329,3,9,1,4,54,131,83,265,42,61,18,31,12,15,16,17,97,189,104,285,8,14,11,21,3,4,2,7,lightweight,0
103,0,0,44,51,50,0,0,1,0,0,406,261,68,185,Orthodox,1.85,50,2.27,43,2.07,50,75,0.0,73,185,Orthodox,2.6,47,3.72,52,0.81,25,77,1.0,1,29,65,25,49,61,98,50,75,1,2,0,1,17,47,7,26,12,17,15,18,0,1,3,5,5,34,18,37,5,8,7,12,19,23,0,0,middleweight,0
104,0,0,60,23,45,0,1,0,0,0,177,8,68,135,Orthodox,2.89,60,0.81,76,8.67,45,0,1.7,66,135,Orthodox,0.81,23,2.89,39,0.0,0,54,0.0,1,25,41,7,30,32,48,8,31,5,11,0,0,14,25,2,20,4,9,3,7,7,7,2,3,18,34,7,29,6,6,0,1,1,1,0,0,bantamweight,0
105,0,0,20,53,0,100,0,0,0,0,2,85,65,125,Orthodox,3.4,37,4.15,47,2.39,37,0,0.0,67,125,Orthodox,5.8,53,1.86,79,1.64,100,100,0.0,0,17,81,53,100,18,82,58,105,0,1,1,1,7,59,31,72,3,11,14,19,7,11,8,9,15,76,42,82,2,5,10,15,0,0,1,3,womens flyweight,0
106,0,0,44,49,50,0,0,1,1,1,229,69,68,125,Orthodox,4.51,45,4.82,51,0.61,22,66,0.3,68,135,Orthodox,4.2,53,3.83,46,0.5,16,37,0.5,0,58,129,88,178,70,148,111,206,1,2,0,3,34,91,44,105,14,23,23,43,10,15,21,30,51,118,72,158,5,8,5,7,2,3,11,13,womens bantamweight,0
107,2,0,45,38,0,0,0,0,0,0,38,4,71,185,Southpaw,4.46,43,2.86,52,2.6,66,0,0.0,73,185,Orthodox,7.45,62,5.42,46,0.53,6,100,0.0,1,30,66,22,57,32,69,23,59,0,1,0,0,25,60,15,49,4,5,7,8,1,1,0,0,21,51,18,53,4,5,4,4,5,10,0,0,middleweight,0
108,0,0,54,58,0,0,0,0,0,0,41,113,72,245,Orthodox,4.42,45,4.6,47,0.0,0,70,0.0,72,264,Southpaw,5.33,59,4.6,46,0.0,0,100,0.0,1,77,142,86,148,77,142,109,171,0,1,0,2,46,103,50,107,28,36,20,24,3,3,16,17,64,128,74,133,13,14,12,15,0,0,0,0,heavyweight,0
109,0,0,44,75,50,16,0,0,1,0,292,366,74,170,Orthodox,3.63,39,2.49,56,0.62,54,39,1.0,72,170,Orthodox,3.69,54,2.67,55,1.56,44,63,1.4,1,39,88,28,37,157,209,37,52,2,4,1,6,30,73,13,22,4,8,11,11,5,7,4,4,22,68,11,18,5,5,8,8,12,15,9,11,welterweight,0
110,0,0,38,52,100,44,0,0,0,1,126,268,72,170,Orthodox,3.24,40,4.07,54,0.96,30,57,2.2,70,170,Southpaw,2.5,45,1.98,66,2.33,29,66,0.5,0,44,114,53,101,114,190,101,160,1,1,4,9,24,88,36,81,6,10,13,15,14,16,4,5,30,90,36,82,13,23,12,14,1,1,5,5,welterweight,0
111,0,1,13,52,0,0,0,0,0,0,0,1,70,185,Southpaw,4.58,36,5.46,51,0.6,16,100,0.0,72,185,Orthodox,3.3,41,3.24,62,1.62,45,83,0.0,0,3,22,12,23,3,22,12,23,0,0,0,0,2,19,6,17,1,3,4,4,0,0,2,2,3,22,9,20,0,0,0,0,0,0,3,3,middleweight,0
112,0,1,61,42,0,0,0,0,0,0,0,2,72,170,Orthodox,4.21,40,4.05,64,0.52,44,60,0.0,72,170,Orthodox,4.52,42,3.65,59,1.28,39,59,0.0,0,11,18,21,50,11,18,21,50,0,0,0,0,7,14,6,30,0,0,3,6,4,4,12,14,11,18,20,49,0,0,0,0,0,0,1,1,welterweight,0
113,0,0,59,47,0,0,0,0,0,0,27,5,71,145,Orthodox,7.26,46,4.58,60,0.21,71,84,0.3,71,145,Orthodox,5.07,42,8.16,50,0.37,30,89,0.0,1,445,744,133,283,447,746,134,284,0,1,0,2,274,553,99,237,117,133,16,23,54,58,18,23,439,737,129,279,6,7,4,4,0,0,0,0,featherweight,0
114,0,0,22,33,0,0,0,0,0,0,0,4,67,135,Orthodox,2.28,34,3.58,50,0.67,21,33,0.8,65,135,Orthodox,3.48,30,6.13,59,0.0,0,71,0.0,0,44,200,56,169,44,200,56,169,0,1,0,0,12,162,43,151,7,11,9,14,25,27,4,4,44,200,56,169,0,0,0,0,0,0,0,0,womens bantamweight,0
115,0,1,31,52,5,50,1,0,0,0,69,228,69,145,Orthodox,2.56,33,6.78,35,0.51,5,20,0.5,70,145,Orthodox,3.57,44,3.17,62,1.0,66,76,0.0,0,64,201,95,182,78,216,110,197,1,18,1,2,47,172,81,166,8,19,10,12,9,10,4,4,60,190,93,177,3,8,2,4,1,3,0,1,featherweight,0
116,0,1,75,81,66,0,0,0,0,1,151,38,66,135,Orthodox,3.38,39,4.11,56,1.0,41,66,0.4,68,135,Orthodox,5.21,42,3.83,62,1.2,36,48,0.8,0,9,12,30,37,12,16,33,41,2,3,0,0,8,10,27,34,1,2,3,3,0,0,0,0,8,9,13,18,0,0,1,1,1,3,16,18,bantamweight,0
117,0,0,47,64,50,0,0,0,0,0,393,134,64,135,Orthodox,4.52,43,3.69,57,1.88,46,65,0.4,67,135,Orthodox,5.14,49,3.62,57,0.22,14,83,0.2,0,49,104,92,143,70,131,132,187,2,4,0,2,43,94,57,105,5,9,22,25,1,1,13,13,38,90,65,114,4,7,26,28,7,7,1,1,womens bantamweight,0
118,0,0,52,72,75,0,0,0,0,0,569,28,66,185,Orthodox,4.74,47,5.17,50,4.98,52,0,0.0,75,185,Orthodox,3.08,70,1.72,44,1.4,41,32,0.3,1,20,38,45,62,64,89,70,87,12,16,0,0,10,26,29,45,5,7,11,12,5,5,5,5,18,35,43,60,2,2,0,0,0,1,2,2,other,0
119,0,0,42,47,0,0,0,0,0,0,0,226,72,170,Orthodox,4.24,43,2.8,58,0.32,45,78,0.0,71,170,Southpaw,4.94,49,4.93,61,0.5,50,92,0.2,1,171,406,85,179,191,428,110,205,0,0,0,0,124,354,71,161,41,46,8,11,6,6,6,7,165,398,79,169,6,8,6,10,0,0,0,0,welterweight,0
120,0,0,62,56,0,0,0,0,0,0,297,171,67,135,Orthodox,3.45,45,3.52,61,0.57,56,91,0.1,68,135,Switch,3.65,49,3.95,52,0.78,37,70,1.1,1,44,70,46,82,60,86,92,133,0,2,0,3,17,38,8,33,21,26,11,15,6,6,27,34,36,62,34,69,8,8,12,13,0,0,0,0,bantamweight,0
121,0,0,62,39,0,20,0,0,1,0,272,150,70,155,Orthodox,3.05,47,3.44,54,0.61,50,60,1.1,71,170,Orthodox,4.96,42,3.69,56,0.44,28,47,0.4,1,50,80,31,78,80,115,50,102,0,1,1,5,26,51,22,61,11,14,6,12,13,15,3,5,48,75,26,70,1,3,0,1,1,2,5,7,welterweight,0
122,0,0,50,54,25,0,0,0,0,0,87,2,75,249,Orthodox,3.7,50,3.25,56,1.62,45,82,0.1,77,265,Orthodox,4.83,50,3.12,56,0.21,33,80,0.0,1,51,101,50,91,60,111,50,91,1,4,0,0,34,82,29,65,10,12,12,13,7,7,9,13,33,74,46,85,0,0,4,6,18,27,0,0,heavyweight,0
123,0,0,55,43,100,0,1,0,0,0,81,36,73,170,Orthodox,3.74,54,2.84,58,1.76,70,100,0.5,72,170,Orthodox,4.39,45,2.95,44,0.0,0,0,0.0,1,44,79,55,127,56,94,62,134,2,2,0,0,24,53,23,74,20,26,9,19,0,0,23,34,33,67,48,114,9,10,7,13,2,2,0,0,welterweight,0
124,0,0,64,72,0,100,1,1,0,0,61,767,65,125,Orthodox,2.05,51,2.1,51,2.64,46,0,0.9,66,125,Orthodox,3.52,48,2.22,59,2.0,80,85,1.0,0,9,14,27,37,42,48,72,85,0,2,1,1,7,12,21,30,1,1,3,4,1,1,3,3,4,9,4,13,0,0,1,1,5,5,22,23,womens flyweight,0
125,0,0,42,65,0,100,1,0,0,0,0,81,67,125,Orthodox,1.99,58,2.3,50,1.81,50,0,7.2,67,125,Southpaw,3.11,48,3.93,41,3.28,26,50,0.8,1,6,14,21,32,7,15,30,43,0,1,2,2,4,7,17,28,0,1,3,3,2,6,1,1,6,14,17,28,0,0,2,2,0,0,2,2,flyweight,0
126,1,0,64,49,0,25,0,0,0,0,171,34,72,205,Orthodox,7.59,55,4.31,52,0.0,0,75,0.0,74,185,Orthodox,2.84,55,4.84,46,1.48,40,37,0.4,1,120,187,40,81,159,234,40,81,0,2,1,4,70,133,28,68,49,53,8,9,1,1,4,4,59,118,39,77,57,63,1,4,4,6,0,0,middleweight,0
127,0,0,46,35,33,0,0,0,0,0,537,0,70,155,Orthodox,2.88,41,2.59,51,3.11,39,50,0.3,70,170,Orthodox,3.5,40,4.97,50,0.0,0,58,0.0,1,31,67,28,80,76,124,29,81,5,15,0,0,23,57,18,64,3,5,4,9,5,5,6,7,17,50,28,79,1,1,0,1,13,16,0,0,other,0
128,0,1,40,60,0,0,0,0,0,0,0,4,71,155,Orthodox,5.4,46,3.74,65,1.28,53,78,0.6,68,155,Switch,4.67,57,4.17,55,0.84,50,100,0.0,0,15,37,21,35,15,37,21,35,0,1,0,1,10,32,7,18,3,3,7,10,2,2,7,7,14,35,20,34,1,2,0,0,0,0,1,1,lightweight,0
129,0,0,83,100,0,66,0,0,0,0,2,87,75,185,Orthodox,4.14,56,2.58,56,1.08,45,51,0.7,73,185,Orthodox,2.53,46,2.85,62,2.55,39,60,1.4,1,15,18,2,2,21,24,2,2,0,0,2,3,14,17,2,2,0,0,0,0,1,1,0,0,1,2,0,0,2,2,0,0,12,14,2,2,middleweight,0
130,0,0,47,47,0,100,0,0,0,0,154,164,64,115,Orthodox,3.74,38,3.81,61,0.28,5,0,2.2,63,115,Orthodox,2.39,46,3.08,54,3.16,53,73,2.0,1,82,174,63,134,101,195,80,152,0,5,1,1,57,143,46,113,16,21,15,19,9,10,2,2,62,150,43,109,17,21,18,23,3,3,2,2,womens strawweight,0
131,0,0,45,65,0,100,0,3,0,0,5,699,71,155,Orthodox,5.46,45,3.94,59,0.45,42,70,1.1,70,155,Orthodox,3.22,52,2.94,54,2.64,44,57,2.8,0,19,42,41,63,26,49,86,112,0,0,3,3,14,29,26,43,3,10,7,11,2,3,8,9,15,38,17,34,1,1,0,0,3,3,24,29,lightweight,0
133,0,1,28,73,0,0,0,0,0,0,0,25,76,238,Orthodox,4.49,47,3.33,56,0.3,50,81,0.1,76,245,Orthodox,5.04,55,1.85,69,1.13,26,100,0.5,0,10,35,59,80,11,36,61,82,0,1,0,0,6,26,13,28,3,7,17,20,1,2,29,32,10,35,53,74,0,0,4,4,0,0,2,2,heavyweight,0
134,0,0,63,47,53,0,0,0,0,0,314,25,66,145,Southpaw,4.39,45,4.28,57,2.98,42,53,1.5,70,145,Orthodox,7.03,64,4.37,42,1.28,31,57,1.8,1,106,166,84,178,123,183,136,233,7,13,0,3,68,122,45,127,31,37,33,44,7,7,6,7,71,122,55,138,32,41,29,35,3,3,0,5,featherweight,0
135,2,0,69,46,100,50,0,1,0,0,94,35,68,145,Orthodox,4.64,50,3.64,60,1.09,51,60,0.5,67,145,Orthodox,3.41,49,2.72,44,1.55,29,44,1.8,1,46,66,21,45,51,71,40,65,1,1,1,2,35,51,9,28,7,11,3,4,4,4,9,13,37,54,19,43,3,3,2,2,6,9,0,0,featherweight,0
136,0,0,50,37,100,0,0,0,0,0,15,51,61,115,Orthodox,4.3,47,3.37,62,0.68,15,56,0.1,65,115,Orthodox,4.0,37,10.4,49,0.0,0,0,0.0,1,52,103,20,53,52,103,26,59,1,1,0,1,27,71,9,33,13,17,2,3,12,15,9,17,50,101,19,52,2,2,1,1,0,0,0,0,womens strawweight,0
137,0,0,48,55,0,0,2,0,0,0,44,65,73,145,Southpaw,4.43,45,3.95,38,0.32,7,66,2.2,70,145,Southpaw,4.18,61,4.32,42,1.39,22,66,0.0,1,57,117,48,87,81,144,61,100,0,6,0,0,18,66,17,52,10,18,9,12,29,33,22,23,55,115,48,86,0,0,0,1,2,2,0,0,featherweight,0
138,1,0,36,42,0,0,0,0,0,0,0,0,68,155,Southpaw,4.38,38,3.26,70,0.17,50,56,1.2,67,155,Orthodox,3.58,42,6.49,58,0.0,0,33,0.6,1,38,104,22,52,38,104,22,52,0,0,0,0,20,83,16,44,10,12,6,8,8,9,0,0,34,99,22,52,0,0,0,0,4,5,0,0,lightweight,0
139,0,0,46,33,60,100,3,0,0,0,436,15,74,205,Orthodox,2.98,51,1.75,61,1.75,50,33,2.2,73,205,Orthodox,2.95,43,4.01,52,1.94,71,50,1.2,1,51,109,29,86,118,205,48,117,3,5,1,1,31,81,15,64,15,23,5,13,5,5,9,9,47,100,28,84,1,1,1,1,3,8,0,1,light heavyweight,0
140,1,0,49,30,0,0,0,0,0,0,3,13,67,145,Orthodox,2.5,45,1.87,68,4.25,55,100,4.2,71,145,Switch,2.46,35,3.63,45,1.14,20,35,2.7,1,31,63,16,52,31,64,16,53,0,0,0,0,12,34,10,40,18,28,5,10,1,1,1,2,30,60,15,50,0,2,1,2,1,1,0,0,featherweight,0
141,0,0,50,40,75,66,0,0,0,0,69,31,69,135,Orthodox,4.44,46,3.74,53,1.84,37,31,1.9,68,135,Southpaw,3.6,45,3.0,64,2.7,47,42,0.6,1,59,116,43,107,64,128,47,113,3,4,2,3,35,88,13,66,18,22,12,23,6,6,18,18,34,78,37,97,13,16,4,8,12,22,2,2,bantamweight,0
142,0,0,40,45,0,0,0,0,0,0,0,2,75,230,Orthodox,4.39,43,5.48,55,0.46,23,83,0.0,75,230,Orthodox,4.92,41,4.09,53,0.57,23,67,0.4,0,80,197,123,272,81,198,126,277,0,0,0,0,58,168,88,225,14,19,19,29,8,10,16,18,79,196,121,270,1,1,2,2,0,0,0,0,heavyweight,0
143,0,0,50,53,0,0,0,0,0,0,0,15,75,205,Southpaw,2.68,46,3.03,45,1.19,40,66,0.6,76,205,Southpaw,7.9,52,3.15,49,0.0,0,53,0.0,0,36,72,68,128,37,73,68,128,0,0,0,0,7,36,39,92,14,17,23,28,15,19,6,8,35,70,62,120,1,2,6,8,0,0,0,0,light heavyweight,0
144,0,0,0,100,0,50,0,0,0,0,0,0,70,155,Orthodox,3.17,50,3.57,51,2.13,37,56,1.5,69,155,Southpaw,1.08,55,0.43,75,6.5,66,0,3.2,0,0,2,1,1,0,2,1,1,0,0,1,2,0,1,0,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,lightweight,0
145,0,1,35,49,28,0,0,1,0,1,28,347,73,185,Orthodox,5.03,44,3.46,54,1.96,34,75,0.7,72,185,Southpaw,4.78,45,3.19,66,1.33,45,78,0.8,0,122,346,164,334,139,365,202,376,2,7,0,1,86,306,143,312,18,22,18,19,18,18,3,3,118,339,156,320,4,7,0,1,0,0,8,13,middleweight,0
146,0,1,25,58,0,50,0,0,0,1,10,241,68,135,Orthodox,4.54,34,4.69,55,1.1,23,66,0.0,67,135,Orthodox,5.35,55,2.65,72,2.43,42,100,0.0,0,42,164,94,161,47,169,109,178,0,2,2,4,12,108,78,142,17,35,8,11,13,21,8,8,37,156,71,130,5,8,9,13,0,0,14,18,womens bantamweight,0
147,0,0,51,56,71,33,1,1,0,1,206,33,72,145,Switch,8.8,55,6.65,46,5.91,60,75,0.7,67,145,Orthodox,6.58,60,6.74,49,3.68,75,37,0.6,1,51,100,47,83,113,172,48,84,5,7,1,3,34,76,20,51,12,19,20,25,5,5,7,7,27,71,44,79,6,9,2,3,18,20,1,1,featherweight,0
148,0,0,54,25,50,0,1,0,0,0,69,2,74,170,Orthodox,4.64,55,3.89,50,0.8,40,100,1.2,70,170,Southpaw,3.16,37,4.81,50,0.53,50,75,0.0,1,40,73,15,58,43,82,15,58,1,2,0,0,16,40,10,49,20,28,4,8,4,5,1,1,32,65,15,56,3,3,0,1,5,5,0,1,welterweight,0
149,0,0,50,55,0,50,0,1,0,0,28,267,76,265,Orthodox,7.46,51,7.51,42,0.0,0,66,0.7,72,265,Orthodox,7.69,49,7.36,52,1.65,60,0,1.1,0,114,226,126,228,123,237,164,275,0,0,2,4,71,173,90,190,35,44,16,18,8,9,20,20,89,190,105,198,25,36,20,27,0,0,1,3,heavyweight,0
150,0,0,25,33,100,0,1,0,0,1,78,67,76,205,Orthodox,2.94,46,4.38,42,0.49,28,51,0.7,72,205,Orthodox,3.33,57,2.43,48,2.7,36,76,0.1,1,1,4,1,3,4,8,27,30,1,1,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,2,0,0,light heavyweight,0
151,0,0,43,73,30,33,1,0,1,1,258,256,68,145,Switch,2.55,54,3.85,30,3.34,36,57,0.5,72,145,Switch,6.8,56,5.31,38,0.67,33,62,0.0,0,23,53,70,95,28,65,118,150,4,13,1,3,14,37,44,63,3,8,18,23,6,8,8,9,19,45,42,64,1,3,14,15,3,5,14,16,featherweight,0
152,0,0,75,55,100,16,0,1,0,0,15,177,70,145,Orthodox,3.97,45,3.79,53,0.72,60,65,0.5,65,135,Orthodox,2.66,28,4.8,55,1.3,18,66,0.9,0,9,12,11,20,16,19,22,31,1,1,1,6,3,4,5,13,3,3,2,2,3,5,4,5,9,12,8,15,0,0,0,1,0,0,3,4,bantamweight,0
153,0,1,49,47,0,50,0,1,0,0,40,30,66,135,Southpaw,6.21,51,4.11,53,0.31,20,66,0.3,70,135,Orthodox,2.4,45,4.63,45,1.33,66,88,0.7,0,55,112,33,70,63,120,38,75,0,1,1,2,40,90,27,62,7,9,4,6,8,13,2,2,47,102,28,62,8,10,3,5,0,0,2,3,other,0
